レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.20,女子,50m平泳ぎ,51.83,54.32,85~89歳,1:07.67,1,大塚裕子,セ・成城,2/5,1:05.13,大会新,0.83,
No.20,女子,50m平泳ぎ,51.83,54.32,85~89歳,1:07.67,2,上田寿美子,セ・成城,3/5,1:07.38,大会新,1.11,
No.20,女子,50m平泳ぎ,46.94,47.59,80~84歳,58.72,1,佐藤由利子,セ・用賀,4/6,1:01.95,,0.91,
No.20,女子,50m平泳ぎ,46.94,47.59,80~84歳,58.72,2,岡本靖子,セ・慶應日吉,2/3,1:05.11,,1.14,
No.20,女子,50m平泳ぎ,46.94,47.59,80~84歳,58.72,3,永島郁子,ザノス鶴見,1/5,1:10.08,,0.91,
No.20,女子,50m平泳ぎ,46.94,47.59,80~84歳,58.72,4,浜野セ子,セ・流山,1/6,1:16.41,,0.90,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,1,栗林眞知子,セ・成城,6/45,7.18,,0.83,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,2,滋野好子,セ・前橋,8/15,7.64,,0.84,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,3,岡田まり子,cs南行徳,5/8,1:01.05,,0.98,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,4,福田加代子,セ・戸塚,6/2,1:01.60,,0.78,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,5,坂本光子,セ・越谷,3/7,1:04.85,,0.93,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,6,大手佳江,セ・南千住,3/4,1:07.07,,1.01,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,7,諸橋暁子,曽谷・セ,3/2,1:10.52,,0.99,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,8,原田早苗,セ・南千住,3/9,1:13.38,,0.94,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,9,栗原羊子,セ・流山,1/4,1:20.28,,1.05,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,10,安部澄子,セ・我孫子,1/8,1:25.27,,,
No.20,女子,50m平泳ぎ,43.95,43.95,75~79歳,55.75,11,西村咲喜子,セ・志木,1/9,1:50.43,,,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,1,小澤優子,セ・葛西,5/55,7.78,,0.88,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,2,伊藤幸英,ザノス鶴見,4/7,1:00.30,,0.99,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,3,松木真知子,セ・ときわ台,5/2,1:00.32,,0.93,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,4,矢島きよえ,cs南行徳,4/4,1:02.98,,1.02,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,5,荒深なみ,セ・市ヶ尾,3/3,1:03.93,,0.89,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,6,末光とき子,墨田区体育館,2/6,1:06.24,,0.76,
No.20,女子,50m平泳ぎ,41.67,42.98,70~74歳,46.76,7,樋口恵子,セ・育見台,4/1,1:08.84,,0.95,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,1,高梨美樹,セ・成城,11/34,8.57,,0.77,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,2,米澤美智子,セ・成瀬,11/54,9.67,,0.82,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,3,田代眞理子,セ・成城,10/55,1.06,,0.81,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,4,瀧下節子,セ・志木,8/55,1.88,,0.76,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,5,三枚堂かよ子,セ・阿佐谷,9/35,2.19,,0.78,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,6,浅野みどり,セ・天王洲,8/25,5.14,,0.87,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,7,小笠原三春,セ・八王子,9/55,5.73,,0.89,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,8,廣瀬伸子,セ・成城,10/25,6.10,,1.01,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,9,立間玲子,セ・我孫子,5/45,6.14,,0.91,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,10,五月女美幸,セ・宇都宮,7/25,6.94,,0.97,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,11,新井フ枝,セ・流山,7/85,6.98,,1.06,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,12,掃部典子,曽谷・セ,8/105,8.26,,1.07,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,13,太田初美,セ・越谷,10/105,8.38,,0.84,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,14,益田加津子,セ・自由が丘,7/75,8.86,,0.92,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,15,畠山眞由美,セ・柏,6/9,1:00.11,,0.80,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,16,藤井道子,セ・我孫子,4/2,1:01.62,,0.85,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,17,近藤みゆき,セ・阿佐谷,6/8,1:01.76,,0.71,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,18,渋谷照代,セ・我孫子,4/9,1:04.74,,0.99,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,19,池田則子,セ・松戸,2/4,1:06.49,,1.07,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,20,渡邉登美子,セ・阿佐谷,5/6,1:09.40,,0.79,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,21,木村恵,セ・我孫子,3/1,1:11.52,,0.86,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,22,田村加代子,セ・おおたか,2/2,1:13.14,,0.98,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,23,池田真理子,セ・大森,5/10,1:15.57,,1.27,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,24,橋本真紀,セ・慶應日吉,3/6,1:17.29,,0.92,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,25,小高和子,セ・桶川北本,2/8,1:21.03,,,
No.20,女子,50m平泳ぎ,39.91,42.07,65~69歳,45.59,26,池長幸子,セ・桶川北本,2/9,1:21.77,,1.04,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,1,磯村由紀子,セ・越谷,11/84,5.68,,0.79,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,2,野島久枝,セ・二俣川,12/84,6.62,,0.87,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,3,山本庸子,セ・八王子,10/64,9.46,,1.14,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,4,酒井寿美恵,クリースパ,10/44,9.93,,0.77,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,5,長野佐稚子,セ・東十条,8/65,1.80,,0.98,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,6,相澤紋美,セ・阿佐谷,9/45,3.08,,0.85,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,7,山中恵子,セ・桶川北本,10/95,3.33,,1.01,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,8,太刀岡早苗,セ・市ヶ尾,8/35,3.43,,0.86,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,9,蛯名とも子,セ・志木,6/75,4.21,,0.80,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,10,柳沢智子,セ・成城,10/15,4.89,,0.99,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,11,吉野ひとみ,セ・松戸,7/15,9.74,,0.91,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,12,勝又聡子,セ・福生,7/9,1:00.09,,0.88,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,13,佐々木政子,セ・大森,3/8,1:07.35,,0.97,
No.20,女子,50m平泳ぎ,37.43,38.07,60~64歳,43.45,14,黒川慶子,セ・上池袋,4/10,1:09.22,,0.86,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,1,前畑章子,セ・慶應日吉,13/94,5.37,,0.73,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,2,仲田久美子,セ・成城,11/94,5.78,,0.75,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,3,羽山恵津子,セ・葛西,12/44,6.07,,0.71,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,4,鶴岡美佐,ザノス八景,12/34,6.66,,0.72,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,5,船津香,セ・自由が丘,11/24,8.69,,0.79,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,6,佐藤美絵子,セ・清瀬,11/104,8.71,,0.73,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,7,角南美貴,セ・我孫子,10/85,0.97,,0.81,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,8,三沢弘美,セ・長津田,10/75,1.92,,0.95,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,9,小林名緒子,セ・大森,7/45,2.98,,0.86,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,10,坂井慶子,セ・大宮宮原,9/85,3.78,,0.93,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,11,冨樫真樹子,セ・用賀,8/75,4.80,,0.66,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,12,澤野貴子,セ・葛西,6/15,5.73,,0.69,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,13,苞車ミ,セ・八王子,6/35,7.07,,0.97,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,14,山田智子,セ・慶應日吉,5/95,8.19,,0.88,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,15,森内裕子,セ・天王洲,7/105,8.81,,0.98,
No.20,女子,50m平泳ぎ,35.59,37.52,55~59歳,40,16,平澤馨,セ・府中,4/3,1:00.63,,,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,1,池田智子,セ・目黒,12/64,4.55,,0.78,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,2,白須靖子,セ・市ヶ尾,11/64,6.32,,0.83,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,3,佐藤洋子,セ・成城,13/14,6.46,,0.71,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,4,五十嵐知佐,セ・おおたか,12/24,6.47,,0.73,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,5,加藤美保,セ・上池袋,12/54,6.96,,0.87,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,6,田原文月,セ・南千住,11/74,7.49,,0.88,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,7,磯村麻衣子,セ・上池袋,7/54,8.80,,0.82,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,8,森川佳余子,クリースパ,10/35,1.56,,0.94,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,9,佐藤晶子,セ・おおたか,9/75,2.29,,0.72,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,10,村岡貴子,セ・桶川北本,8/95,4.56,,0.89,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,11,岩朋実,セ・川越,6/65,7.28,,0.90,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,12,田上麻紀,セ・久喜,4/85,7.47,,0.87,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,13,津田千鶴,セ・育見台,9/25,9.93,,1.00,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,14,大久保彩子,セ・阿佐谷,2/7,1:01.03,,1.17,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,15,小川史枝,セ・越谷LT,4/5,1:02.00,,0.89,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,16,佐藤淳子,セ・久喜,5/1,1:03.92,,1.04,
No.20,女子,50m平泳ぎ,34.18,37.22,50~54歳,39.33,17,平野真紀,セ・福生,3/10,1:16.28,,1.08,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,1,栗山貴子,セ・武蔵小杉,14/74,0.97,,0.83,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,2,羽田文,セ・成城,14/64,1.84,,0.77,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,3,小山知子,セ・市ヶ尾,13/74,3.32,,0.70,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,4,三宅信花,セ・阿佐谷,14/94,3.55,,0.68,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,5,菅野ゆかり,セ・桶川北本,9/94,6.29,,0.67,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,6,関康代,セ・宇都宮,13/104,6.91,,0.80,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,7,手島幸恵,セ・藤沢,12/14,7.72,,0.85,
No.20,女子,50m平泳ぎ,33.56,35.65,45~49歳,36.63,8,小林恵理子,セ・蘇我,9/65,4.20,,1.06,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,1,中村可奈子,セ・おおたか,14/44,2.17,,0.70,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,2,山田未紗子,セ・越谷,14/104,3.16,,0.80,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,3,溝井花代子,セ・葛西,12/74,6.63,,0.83,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,4,大竹昌子,セ・大森,12/94,8.05,,0.72,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,5,吉田瑠夏,曽谷・セ,8/45,3.92,,0.98,
No.20,女子,50m平泳ぎ,32.42,35.05,40~44歳,38.52,6,谷美希子,セ・府中,6/105,5.88,,0.79,
No.20,女子,50m平泳ぎ,31.35,33.24,35~39歳,37.84,1,大家萌実,セ・用賀,13/24,4.53,,0.61,
No.20,女子,50m平泳ぎ,31.35,33.24,35~39歳,37.84,2,岩田愛恵,セ・成城,12/104,8.79,,0.84,
No.20,女子,50m平泳ぎ,31.35,33.24,35~39歳,37.84,3,RacaruGabriela,セ・慶應日吉,9/105,0.01,,0.89,
No.20,女子,50m平泳ぎ,31.35,33.24,35~39歳,37.84,4,久保美由紀,セ・長津田,9/15,3.99,,0.85,
No.20,女子,50m平泳ぎ,32.22,32.42,30~34歳,37.51,1,大椛詩織,セ・葛西,13/34,1.62,,0.80,
No.20,女子,50m平泳ぎ,32.22,32.42,30~34歳,37.51,2,深堀陽子,セ・二俣川,14/24,3.23,,0.74,
No.20,女子,50m平泳ぎ,31.6,32.75,25~29歳,36.99,1,遠藤桃,セ・越谷,14/13,9.84,,0.83,
No.20,女子,50m平泳ぎ,31.6,32.75,25~29歳,36.99,2,柏木涼,セ・越谷LT,11/14,4.81,,0.76,
No.20,女子,50m平泳ぎ,31.6,32.57,18~24歳,34.89,1,竹山睦月,セ・南青山,14/53,6.02,,0.61,
No.20,女子,50m平泳ぎ,31.6,32.57,18~24歳,34.89,2,皆川すみれ,セ・南青山,13/84,4.87,,0.83,
No.20,女子,50m平泳ぎ,31.6,32.57,18~24歳,34.89,3,松本彩花,セ・二俣川,11/44,9.71,,0.76,
No.21,男子,50m平泳ぎ,41.68,41.68,80~84歳,49.32,1,池端孝一,セ・成瀬,4/95,4.48,,0.89,
No.21,男子,50m平泳ぎ,41.68,41.68,80~84歳,49.32,2,井口穣,セ・東戸塚,2/65,7.18,,0.84,
No.21,男子,50m平泳ぎ,41.68,41.68,80~84歳,49.32,3,小田稔,セ・慶應日吉,1/2,1:08.91,,1.22,
No.21,男子,50m平泳ぎ,38.12,39.86,75~79歳,42.47,1,今修二,セ・越谷,4/85,0.22,,1.12,
No.21,男子,50m平泳ぎ,38.12,39.86,75~79歳,42.47,2,山口博,セ・志木,3/25,4.70,,1.18,
No.21,男子,50m平泳ぎ,38.12,39.86,75~79歳,42.47,3,服部宣孔,セ・ときわ台,1/9,1:06.08,,1.10,
No.21,男子,50m平泳ぎ,38.12,39.86,75~79歳,42.47,4,手塚満,セ・おおたか,1/8,1:06.55,,0.83,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,1,吉村進,セ・阿佐谷,7/54,1.99,,0.72,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,2,村田幸士郎,セ・阿佐谷,6/44,3.34,,0.92,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,3,古川賢一郎,ザノス川崎,3/54,7.29,,1.11,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,4,幡場達明,セ・大宮宮原,5/94,8.10,,0.98,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,5,服部陽一,セ・成瀬,4/75,0.60,,0.94,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,6,橋本亘,セ・おおたか,3/15,5.91,,0.89,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,7,増田行雄,セ・蒲田,2/4,1:00.09,,1.21,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,8,大久保美伸,セ・松戸,2/5,1:00.65,,0.96,
No.21,男子,50m平泳ぎ,34.69,36.42,70~74歳,40.37,9,髙橋修一,セ・我孫子,1/1,1:08.38,,1.02,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,1,前川正,セ・F東戸塚,6/54,4.03,,0.75,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,2,山梨英克,セ・我孫子,5/84,6.23,,0.77,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,3,鈴木哲治,墨田区体育館,4/54,6.35,,0.92,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,4,中井岳郎,セ・成城,5/54,7.39,,0.79,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,5,竹内新,セ・府中,2/34,8.48,,0.95,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,6,大滝恭伸,セ・市ヶ尾,5/74,8.55,,1.02,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,7,若山聖亮,G-SPA,3/44,9.55,,0.93,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,8,折居彰,セ・阿佐谷,3/65,0.61,,1.00,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,9,阿部宏之助,セ・上池袋,4/25,1.88,,0.86,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,10,内藤謙一,セ・松戸,1/55,2.70,,1.03,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,11,仲二見実,セ・ときわ台,3/105,4.50,,1.43,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,12,赤坂吉昭,セ・葛西,5/35,5.97,,0.83,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,13,秋山和弘,ザノス鶴見,2/75,6.24,,0.81,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,14,金丸正弘,セ・府中,1/35,8.64,,0.98,
No.21,男子,50m平泳ぎ,33.3,33.91,65~69歳,39.36,15,楢橋章,セ・川越,2/15,9.49,,1.31,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,1,橋本秀行,セ・千葉みなと,12/93,4.22,,0.71,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,2,池谷千尋,セ・長津田,9/43,9.93,,0.72,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,3,稲毛仁,セ・松戸,9/73,9.97,,0.72,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,4,中村幸弘,セ・越谷,9/104,1.33,,0.98,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,5,中村浩司,セ・青砥,6/74,5.78,,0.88,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,6,蛯名昌彦,セ・志木,6/14,6.57,,0.78,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,7,黒川恵一,セ・市ヶ尾,5/25,0.71,,0.79,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,8,渡邉聖,セ・大森,4/35,1.39,,1.05,
No.21,男子,50m平泳ぎ,30.57,33.14,60~64歳,33.14,9,中村袋,セ・市川,1/6,1:17.25,,1.20,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,1,小倉和彦,セ・清瀬,10/53,4.47,,0.74,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,2,廣松伸一,セ・市ヶ尾,10/103,7.74,,0.79,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,3,楊華,ザノス鶴見,9/53,9.28,,0.76,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,4,宮木幸彦,セ・葛西,9/23,9.43,,0.77,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,5,兼森伸兒,ザノス八景,8/73,9.50,,0.78,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,6,江藤邦徳,セ・流山,7/63,9.94,,0.65,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,7,久保卓士,セ・天王洲,8/94,1.51,,0.71,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,8,兵藤鋭雄,セ・目黒,8/24,1.86,,0.76,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,9,北村勇,セ・育見台,6/34,3.06,,0.81,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,10,中島茂,セ・s湘南台,6/64,3.21,,0.82,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,11,伊藤正二,セ・大森,7/14,3.75,,0.78,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,12,佐藤正章,セ・用賀,6/94,5.70,,0.75,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,13,穴田啓樹,セ・慶應日吉,6/84,6.93,,0.74,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,14,高橋潤,セ・成瀬,3/34,9.28,,0.87,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,15,日暮正明,セ・天王洲,5/15,2.07,,0.99,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,16,福田義晴,セ・市川,3/95,2.84,,1.03,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,17,須川真彦,セ・s湘南台,2/85,7.53,,0.99,
No.21,男子,50m平泳ぎ,30.02,31.39,55~59歳,33.14,18,今村賢治,墨田区体育館,1/75,8.63,,0.98,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,1,小森康弘,セ・葛西,13/13,2.28,,0.62,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,2,祖川久茂,セ・長津田,10/83,6.47,,0.68,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,3,岡村勝重,セ・長津田,10/63,6.58,,0.64,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,4,西村太郎,セ・千葉みなと,9/33,8.26,,0.63,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,5,原田真,セ・葛西,8/53,8.85,,0.78,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,6,阿部賢裕,セ・育見台,8/84,0.09,,0.78,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,7,北村洋一,セ・大森,8/34,0.28,,0.57,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,8,長崎啓,セ・二俣川,9/94,0.59,,0.76,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,9,千葉忠英,セ・天王洲,7/84,2.86,,0.78,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,10,古高正道,セ・天王洲,7/24,3.76,,0.86,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,11,久保田裕一,セ・慶應日吉,4/44,4.11,,0.72,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,12,向山高弘,セ・ときわ台,5/44,6.25,,0.93,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,13,落合理,セ・武蔵小杉,6/104,7.10,,0.81,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,14,三﨑淳二,セ・桶川北本,4/105,0.95,,0.98,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,15,鈴木克彦,セ・平塚,4/65,2.16,,0.89,
No.21,男子,50m平泳ぎ,29.7,29.7,50~54歳,30.56,16,飯田勝章,セ・志木,2/25,9.35,,0.98,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,1,今井裕介,セ・南千住,10/73,6.68,,0.70,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,2,原正敏,セ・桶川北本,9/13,7.52,,0.62,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,3,加地隆史,セ・葛西,10/13,8.73,,0.74,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,4,宮岡亮介,セ・亀有,8/63,9.12,,0.74,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,5,佐々木茂倫,セ・流山,10/33,9.14,,0.68,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,6,山岡裕和,セ・ときわ台,9/83,9.21,,0.91,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,7,宮崎健,セ・福生,8/43,9.67,,0.73,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,8,大沢祐輔,セ・福生,7/74,0.73,,0.68,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,9,花輪博之,セ・越谷,8/14,3.02,,0.83,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,10,草野剛史,セ・二俣川,7/94,3.83,,0.75,
No.21,男子,50m平泳ぎ,29.22,29.22,45~49歳,30.11,11,加藤大輔,セ・横浜,7/44,5.00,,0.84,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,1,西尾直人,セ・武蔵小杉,12/53,2.94,,0.73,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,2,勝吉進一,セ・慶應日吉,12/73,3.72,,0.80,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,3,吉田拓磨,セ・上池袋,11/73,4.96,,0.67,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,4,村守,セ・成城,9/63,7.27,,0.77,
