イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
17,女子,4×50mメドレーリレー,120～159歳,5,,セ・慶應日吉,152歳,セ・慶應日吉,3/ 3,2:33.24,,リレー
17,女子,4×50mメドレーリレー,72～119歳,1,,セ・下北沢,86歳,セ・下北沢,2/ 6,2:24.14,,リレー
18,男子,4×50mメドレーリレー,240～279歳,1,,セ・成城,247歳,セ・成城,1/ 2,2:26.10,,リレー
18,男子,4×50mメドレーリレー,240～279歳,2,,セ・長津田,241歳,セ・長津田,1/ 7,2:30.99,,リレー
18,男子,4×50mメドレーリレー,200～239歳,1,,セ・市ヶ尾,201歳,セ・市ヶ尾,3/ 8,1:59.72,,リレー
18,男子,4×50mメドレーリレー,200～239歳,2,,セ・清瀬,224歳,セ・清瀬,2/ 6,2:08.91,,リレー
18,男子,4×50mメドレーリレー,200～239歳,3,,セ・二俣川,213歳,セ・二俣川,2/ 8,2:11.71,,リレー
18,男子,4×50mメドレーリレー,200～239歳,4,,セ・八王子,207歳,セ・八王子,2/ 1,2:17.16,,リレー
18,男子,4×50mメドレーリレー,200～239歳,5,,セ・大宮宮原,226歳,セ・大宮宮原,1/ 5,2:17.58,,リレー
18,男子,4×50mメドレーリレー,200～239歳,6,,セ・西東京,214歳,セ・西東京,2/ 2,2:20.14,,リレー
18,男子,4×50mメドレーリレー,200～239歳,7,,セ・阿佐谷,202歳,セ・阿佐谷,1/ 8,2:23.83,,リレー
18,男子,4×50mメドレーリレー,200～239歳,8,,セ・越谷,225歳,セ・越谷,1/ 3,2:28.60,,リレー
18,男子,4×50mメドレーリレー,200～239歳,9,,セ・葛西,238歳,セ・葛西,2/ 9,2:32.93,,リレー
18,男子,4×50mメドレーリレー,200～239歳,10,,セ・Ｓ湘南台,201歳,セ・Ｓ湘南台,1/ 9,2:42.25,,リレー
18,男子,4×50mメドレーリレー,160～199歳,1,,セ・二俣川,178歳,セ・二俣川,4/ 8,1:54.32,,リレー
18,男子,4×50mメドレーリレー,160～199歳,2,,セ・新浦安,164歳,セ・新浦安,2/ 5,1:58.55,,リレー
18,男子,4×50mメドレーリレー,160～199歳,3,,セ・天王洲,175歳,セ・天王洲,3/ 9,2:00.67,,リレー
18,男子,4×50mメドレーリレー,160～199歳,4,,セ・おおたか,162歳,セ・おおたか,3/ 5,2:02.36,,リレー
18,男子,4×50mメドレーリレー,160～199歳,5,,セ・慶應日吉,189歳,セ・慶應日吉,2/ 4,2:04.55,,リレー
18,男子,4×50mメドレーリレー,160～199歳,6,,セ・用賀,187歳,セ・用賀,2/ 7,2:10.06,,リレー
18,男子,4×50mメドレーリレー,160～199歳,7,,ザバス川崎,193歳,ザバス川崎,1/ 6,2:26.75,,リレー
18,男子,4×50mメドレーリレー,120～159歳,1,,セ・二俣川,130歳,セ・二俣川,4/ 7,1:48.02,,リレー
18,男子,4×50mメドレーリレー,120～159歳,2,,セ・桶川北本,125歳,セ・桶川北本,2/ 3,1:54.04,,リレー
18,男子,4×50mメドレーリレー,120～159歳,3,,セ・天王洲,121歳,セ・天王洲,4/ 1,1:55.68,,リレー
18,男子,4×50mメドレーリレー,120～159歳,4,,セ・葛西,121歳,セ・葛西,3/ 6,1:56.03,,リレー
18,男子,4×50mメドレーリレー,120～159歳,5,,セ・平塚,131歳,セ・平塚,4/ 3,1:57.09,,リレー
18,男子,4×50mメドレーリレー,120～159歳,6,,セ・阿佐谷,138歳,セ・阿佐谷,3/ 4,1:58.23,,リレー
18,男子,4×50mメドレーリレー,120～159歳,7,,セ・武蔵小杉,156歳,セ・武蔵小杉,3/ 7,1:58.32,,リレー
18,男子,4×50mメドレーリレー,72～119歳,1,,セ・武蔵小杉,115歳,セ・武蔵小杉,4/ 5,1:48.47,,リレー
18,男子,4×50mメドレーリレー,72～119歳,2,,セ・成城,93歳,セ・成城,4/ 4,1:51.08,,リレー
18,男子,4×50mメドレーリレー,72～119歳,3,,セ・流山,82歳,セ・流山,4/ 9,1:54.04,,リレー
18,男子,4×50mメドレーリレー,72～119歳,4,,セ・葛西,88歳,セ・葛西,4/ 2,1:55.40,,リレー
18,男子,4×50mメドレーリレー,72～119歳,5,,セ・清瀬,102歳,セ・清瀬,3/ 3,1:57.53,,リレー
18,男子,4×50mメドレーリレー,72～119歳,6,,セ・慶應日吉,119歳,セ・慶應日吉,3/10,1:58.66,,リレー
18,男子,4×50mメドレーリレー,72～119歳,7,,セ・二俣川,95歳,セ・二俣川,4/10,2:01.59,,リレー
18,男子,4×50mメドレーリレー,72～119歳,8,,セ・長津田,118歳,セ・長津田,3/ 1,2:04.46,,リレー
19,女子,4×50mフリーリレー,320～359歳,1,,セ・二俣川,321歳,セ・二俣川,1/ 8,3:36.04,,リレー
19,女子,4×50mフリーリレー,280～319歳,1,,セ・慶應日吉,289歳,セ・慶應日吉,2/ 2,2:55.75,,リレー
19,女子,4×50mフリーリレー,280～319歳,2,,セ・清瀬,282歳,セ・清瀬,1/ 4,2:57.45,,リレー
19,女子,4×50mフリーリレー,240～279歳,1,,セ・二俣川,249歳,セ・二俣川,2/ 8,2:34.12,,リレー
19,女子,4×50mフリーリレー,240～279歳,2,,セ・慶應日吉,243歳,セ・慶應日吉,2/ 3,2:43.17,,リレー
19,女子,4×50mフリーリレー,240～279歳,3,,セ・成城,244歳,セ・成城,1/ 5,2:48.78,,リレー
19,女子,4×50mフリーリレー,240～279歳,4,,セ・大森,242歳,セ・大森,1/ 7,2:49.50,,リレー
19,女子,4×50mフリーリレー,200～239歳,1,,セ・二俣川,223歳,セ・二俣川,2/ 4,2:13.66,,リレー
19,女子,4×50mフリーリレー,200～239歳,2,,セ・南宇都宮,224歳,セ・南宇都宮,2/ 6,2:14.82,,リレー
19,女子,4×50mフリーリレー,200～239歳,3,,セ・市ヶ尾,207歳,セ・市ヶ尾,2/ 5,2:17.65,,リレー
19,女子,4×50mフリーリレー,200～239歳,4,,セ・西新井,206歳,セ・西新井,1/ 6,2:35.79,,リレー
19,女子,4×50mフリーリレー,160～199歳,1,,セ・袖ケ浦,160歳,セ・袖ケ浦,3/ 6,2:03.53,,リレー
19,女子,4×50mフリーリレー,160～199歳,2,,セ・長津田,169歳,セ・長津田,3/ 7,2:09.99,,リレー
19,女子,4×50mフリーリレー,160～199歳,3,,セ・阿佐谷,196歳,セ・阿佐谷,3/ 8,2:10.81,,リレー
19,女子,4×50mフリーリレー,160～199歳,4,,セ・慶應日吉,181歳,セ・慶應日吉,3/ 2,2:14.94,,リレー
19,女子,4×50mフリーリレー,160～199歳,5,,セ・清瀬,190歳,セ・清瀬,3/ 3,2:18.40,,リレー
19,女子,4×50mフリーリレー,160～199歳,6,,セ・二俣川,173歳,セ・二俣川,3/10,2:20.13,,リレー
19,女子,4×50mフリーリレー,160～199歳,7,,セ・平塚,187歳,セ・平塚,3/ 1,2:22.05,,リレー
19,女子,4×50mフリーリレー,160～199歳,8,,セ・天王洲,164歳,セ・天王洲,2/ 7,2:26.75,,リレー
19,女子,4×50mフリーリレー,120～159歳,1,,セ・成城,145歳,セ・成城,3/ 4,2:05.15,,リレー
19,女子,4×50mフリーリレー,120～159歳,2,,セ・南青山,131歳,セ・南青山,3/ 9,2:11.71,,リレー
19,女子,4×50mフリーリレー,72～119歳,1,,セ・武蔵小杉,106歳,セ・武蔵小杉,3/ 5,2:02.66,,リレー
20,男子,4×50mフリーリレー,240～279歳,1,,セ・阿佐谷,241歳,セ・阿佐谷,1/ 5,1:59.97,,リレー
20,男子,4×50mフリーリレー,200～239歳,1,,セ・市ヶ尾,206歳,セ・市ヶ尾,4/10,1:46.96,,リレー
20,男子,4×50mフリーリレー,200～239歳,2,,セ・長津田,212歳,セ・長津田,3/ 6,1:53.72,,リレー
20,男子,4×50mフリーリレー,200～239歳,3,,セ・用賀,204歳,セ・用賀,3/ 4,1:53.74,,リレー
20,男子,4×50mフリーリレー,200～239歳,4,,セ・清瀬,224歳,セ・清瀬,3/ 3,1:55.58,,リレー
20,男子,4×50mフリーリレー,200～239歳,5,,セ・二俣川,207歳,セ・二俣川,2/ 8,1:58.25,,リレー
20,男子,4×50mフリーリレー,200～239歳,6,,セ・武蔵小杉,200歳,セ・武蔵小杉,1/ 4,2:07.01,,リレー
20,男子,4×50mフリーリレー,200～239歳,7,,セ・上池袋,211歳,セ・上池袋,2/ 3,2:08.49,,リレー
20,男子,4×50mフリーリレー,200～239歳,8,,セ・天王洲,215歳,セ・天王洲,1/ 6,2:10.27,,リレー
20,男子,4×50mフリーリレー,200～239歳,9,,セ・慶應日吉,211歳,セ・慶應日吉,1/ 7,2:13.71,,リレー
20,男子,4×50mフリーリレー,160～199歳,1,,セ・天王洲,161歳,セ・天王洲,4/ 9,1:47.59,,リレー
20,男子,4×50mフリーリレー,160～199歳,2,,セ・武蔵小杉,167歳,セ・武蔵小杉,3/ 2,1:49.28,,リレー
20,男子,4×50mフリーリレー,160～199歳,3,,セ・二俣川,193歳,セ・二俣川,3/ 5,1:49.34,,リレー
20,男子,4×50mフリーリレー,160～199歳,4,,セ・おおたか,173歳,セ・おおたか,4/ 8,1:49.85,,リレー
20,男子,4×50mフリーリレー,160～199歳,5,,セ・柏,173歳,セ・柏,3/ 7,1:53.34,,リレー
20,男子,4×50mフリーリレー,160～199歳,6,,セ・葛西,161歳,セ・葛西,2/ 4,1:53.81,,リレー
20,男子,4×50mフリーリレー,160～199歳,7,,セ・市ヶ尾,163歳,セ・市ヶ尾,2/ 5,1:54.93,,リレー
20,男子,4×50mフリーリレー,160～199歳,8,,セ・成城,184歳,セ・成城,3/ 1,2:00.22,,リレー
20,男子,4×50mフリーリレー,160～199歳,9,,セ・平塚,172歳,セ・平塚,1/ 3,2:39.71,,リレー
20,男子,4×50mフリーリレー,120～159歳,1,,セ・二俣川,139歳,セ・二俣川,2/ 6,1:43.07,,リレー
20,男子,4×50mフリーリレー,120～159歳,2,,セ・葛西,138歳,セ・葛西,3/ 9,1:49.96,,リレー
20,男子,4×50mフリーリレー,120～159歳,3,,セ・阿佐谷,151歳,セ・阿佐谷,4/ 2,1:51.51,,リレー
20,男子,4×50mフリーリレー,72～119歳,1,,セ・流山,79歳,セ・流山,4/ 5,1:38.02,,リレー
20,男子,4×50mフリーリレー,72～119歳,2,,セ・二俣川,90歳,セ・二俣川,2/ 7,1:40.43,,リレー
20,男子,4×50mフリーリレー,72～119歳,3,,セ・成城,102歳,セ・成城,4/ 4,1:40.65,,リレー
20,男子,4×50mフリーリレー,72～119歳,4,,セ・葛西,88歳,セ・葛西,4/ 3,1:41.21,,リレー
20,男子,4×50mフリーリレー,72～119歳,5,,セ・武蔵小杉,115歳,セ・武蔵小杉,3/ 8,1:42.92,,リレー
20,男子,4×50mフリーリレー,72～119歳,6,,セ・清瀬,102歳,セ・清瀬,4/ 6,1:45.15,,リレー
20,男子,4×50mフリーリレー,72～119歳,7,,セ・長津田,108歳,セ・長津田,4/ 7,1:49.13,,リレー
20,男子,4×50mフリーリレー,72～119歳,8,,セ・天王洲,112歳,セ・天王洲,4/ 1,1:50.27,,リレー
21,女子,50m平泳ぎ,85～89歳,1,大塚,,,裕子    セ・成城,2/ 8,1:08.36,,個人
21,女子,50m平泳ぎ,80～84歳,1,佐藤由利子,,,セ・用賀,1/ 5,1:02.12,,個人
21,女子,50m平泳ぎ,80～84歳,2,久保美紀枝,,,セ・流山,1/ 7,1:12.76,,個人
21,女子,50m平泳ぎ,80～84歳,3,小野,,,洋子    セ・我孫子,1/ 2,1:22.51,,個人
21,女子,50m平泳ぎ,80～84歳,4,西村咲喜子,,,セ・志木,1/ 9,1:53.64,,個人
21,女子,50m平泳ぎ,75～79歳,1,渡部みさを,,,セ・慶應日吉,6/ 4,52.43,,個人
21,女子,50m平泳ぎ,75～79歳,2,栗林眞知子,,,セ・成城,3/ 6,54.17,,個人
21,女子,50m平泳ぎ,75～79歳,3,室谷,,,晴江    セ・大森,3/ 9,58.24,,個人
21,女子,50m平泳ぎ,75～79歳,4,福田加代子,,,セ・戸塚,2/ 5,58.36,,個人
21,女子,50m平泳ぎ,75～79歳,5,岡田まり子,,,CS南行徳,2/ 4,1:01.99,,個人
21,女子,50m平泳ぎ,75～79歳,6,荒深,,,なみ    セ・市ヶ尾,2/ 2,1:04.74,,個人
21,女子,50m平泳ぎ,75～79歳,7,吉見,,,一江    セ・二俣川,1/ 4,1:13.87,,個人
21,女子,50m平泳ぎ,70～74歳,1,瀧下,,,節子    セ・志木,5/ 9,53.35,,個人
21,女子,50m平泳ぎ,70～74歳,2,新井,,,瑞枝    セ・流山,3/ 1,55.02,,個人
21,女子,50m平泳ぎ,70～74歳,3,小笠原三春,,,セ・八王子,4/ 9,55.46,,個人
21,女子,50m平泳ぎ,70～74歳,4,青砥美智子,,,セ・葛西,3/ 8,57.09,,個人
21,女子,50m平泳ぎ,70～74歳,5,小澤 優子,,,セ・葛西,3/ 3,58.54,,個人
21,女子,50m平泳ぎ,70～74歳,6,高木,,,保子    セ・おおたか,2/ 9,1:00.23,,個人
21,女子,50m平泳ぎ,70～74歳,7,池田,,,則子    セ・松戸,1/ 8,1:05.95,,個人
21,女子,50m平泳ぎ,65～69歳,1,米澤美智子,,,セ・成瀬,7/ 2,49.63,,個人
21,女子,50m平泳ぎ,65～69歳,2,田代眞理子,,,セ・成城,6/ 5,50.35,,個人
21,女子,50m平泳ぎ,65～69歳,3,西村,,,恵子    セ・西東京,5/ 8,51.73,,個人
21,女子,50m平泳ぎ,65～69歳,4,桶谷,,,智子    セ・成城,5/ 6,52.15,,個人
21,女子,50m平泳ぎ,65～69歳,5,三枚堂かよ子,,,セ・阿佐谷,6/ 8,52.92,,個人
21,女子,50m平泳ぎ,65～69歳,6,五月女美幸,,,セ・宇都宮,3/ 5,57.51,,個人
21,女子,50m平泳ぎ,65～69歳,7,益田加津子,,,セ・自由が丘,3/10,58.40,,個人
21,女子,50m平泳ぎ,65～69歳,8,近藤みゆき,,,セ・阿佐谷,2/ 6,1:00.43,,個人
21,女子,50m平泳ぎ,65～69歳,9,小高,,,和子    セ・桶川北本,1/ 3,1:16.51,,個人
21,女子,50m平泳ぎ,60～64歳,1,石井菜穂美,,,セ・市川,8/ 5,45.09,,個人
21,女子,50m平泳ぎ,60～64歳,2,小池理恵子,,,セ・阿佐谷,7/ 1,49.08,,個人
21,女子,50m平泳ぎ,60～64歳,3,榎本,,,恵子    セ・西新井,6/10,49.84,,個人
21,女子,50m平泳ぎ,60～64歳,4,北嶋,,,春美    セ・湘南ＬＴ,6/ 7,50.54,,個人
21,女子,50m平泳ぎ,60～64歳,5,亀山,,,幸江    セ・Ｓ湘南台,5/ 2,52.79,,個人
21,女子,50m平泳ぎ,60～64歳,6,柳沢,,,智子    セ・成城,5/ 1,53.60,,個人
21,女子,50m平泳ぎ,60～64歳,7,太刀岡早苗,,,セ・市ヶ尾,4/ 1,56.04,,個人
21,女子,50m平泳ぎ,60～64歳,8,石井,,,恵津    セ・自由が丘,4/ 8,56.25,,個人
21,女子,50m平泳ぎ,60～64歳,9,勝又,,,聡子    セ・福生,2/ 3,1:03.19,,個人
21,女子,50m平泳ぎ,55～59歳,1,鈴木亜抄子,,,セ・二俣川,9/10,43.56,,個人
21,女子,50m平泳ぎ,55～59歳,2,本多,,,律子    セ・市ヶ尾,7/ 9,46.05,,個人
21,女子,50m平泳ぎ,55～59歳,3,坂井,,,慶子    セ・大宮宮原,5/ 4,48.65,,個人
21,女子,50m平泳ぎ,55～59歳,4,角南,,,美貴    セ・我孫子,6/ 2,51.36,,個人
21,女子,50m平泳ぎ,55～59歳,5,杉野,,,幸恵    セ・越谷,5/ 5,52.03,,個人
21,女子,50m平泳ぎ,55～59歳,6,是永,,,朋子    セ・二俣川,6/ 9,52.04,,個人
21,女子,50m平泳ぎ,55～59歳,7,大久保彩子,,,セ・阿佐谷,3/ 4,52.29,,個人
21,女子,50m平泳ぎ,55～59歳,8,阿部のぞみ,,,セ・二俣川,4/ 2,53.92,,個人
21,女子,50m平泳ぎ,55～59歳,9,田上,,,麻紀    セ・久喜,4/ 3,54.99,,個人
21,女子,50m平泳ぎ,55～59歳,10,岩,,,朋実    セ・川越,3/ 7,55.97,,個人
21,女子,50m平泳ぎ,50～54歳,1,白須,,,靖子    セ・市ヶ尾,7/ 4,44.47,,個人
21,女子,50m平泳ぎ,50～54歳,2,五十嵐知佐,,,セ・おおたか,7/ 7,45.45,,個人
21,女子,50m平泳ぎ,50～54歳,3,大橋ほづ美,,,セ・清瀬,7/10,46.17,,個人
21,女子,50m平泳ぎ,50～54歳,4,有路さくら,,,セ・福生,4/ 5,49.74,,個人
21,女子,50m平泳ぎ,50～54歳,5,須釜,,,映子    セ・西新井,5/10,53.67,,個人
21,女子,50m平泳ぎ,45～49歳,1,松長美登里,,,セ・長津田,8/ 3,42.84,,個人
21,女子,50m平泳ぎ,45～49歳,2,上田,,,有紀         セ・新浦安,8/ 8,44.89,,個人
21,女子,50m平泳ぎ,45～49歳,3,溝井花代子,,,セ・葛西,7/ 8,46.31,,個人
21,女子,50m平泳ぎ,45～49歳,4,上野,,,純子         セ・柏,5/ 7,50.44,,個人
21,女子,50m平泳ぎ,45～49歳,5,福澤,,,絵理         CS南行徳,6/ 1,50.84,,個人
21,女子,50m平泳ぎ,45～49歳,6,棈野,,,美紀         セ・慶應日吉,2/ 7,1:00.76,,個人
21,女子,50m平泳ぎ,40～44歳,1,瀬原まどか,,,セ・阿佐谷,9/ 6,38.00,,個人
21,女子,50m平泳ぎ,40～44歳,2,小豆澤和代,,,セ・慶應日吉,8/ 2,40.74,,個人
21,女子,50m平泳ぎ,40～44歳,3,山田未紗子,,,セ・越谷,8/ 9,42.71,,個人
21,女子,50m平泳ぎ,40～44歳,4,岩田,,,愛恵         セ・成城,8/ 1,45.45,,個人
21,女子,50m平泳ぎ,40～44歳,5,山本真規子,,,セ・八王子,4/10,49.73,,個人
21,女子,50m平泳ぎ,40～44歳,6,石川,,,彩        セ・成瀬,4/ 4,52.43,,個人
21,女子,50m平泳ぎ,35～39歳,1,大家,,,萌実         セ・用賀,8/ 4,41.19,,個人
21,女子,50m平泳ぎ,35～39歳,2,小野,,,信子         セ・新浦安,9/ 2,41.48,,個人
21,女子,50m平泳ぎ,35～39歳,3,RacaruGabriela,,,セ・慶應日吉,5/ 3,48.93,,個人
21,女子,50m平泳ぎ,35～39歳,4,渡辺 真衣,,,セ・西新井,4/ 7,54.65,,個人
21,女子,50m平泳ぎ,30～34歳,1,遠藤,,,桃    セ・越谷,9/ 4,37.05,,個人
21,女子,50m平泳ぎ,30～34歳,2,深堀,,,陽子    セ・二俣川,9/ 1,41.88,,個人
21,女子,50m平泳ぎ,25～29歳,1,小林,,,志穂    セ・葛西,9/ 5,34.72,･大会新,個人
21,女子,50m平泳ぎ,25～29歳,2,丸,,,玖瑠都    セ・成城,9/ 7,37.63,,個人
21,女子,50m平泳ぎ,25～29歳,3,石井理桜子,,,セ・市川,9/ 8,41.04,,個人
21,女子,50m平泳ぎ,25～29歳,4,山下,,,紗英    セ・Ｓ湘南台,9/ 9,41.31,,個人
21,女子,50m平泳ぎ,25～29歳,5,柏木,,,涼    セ・越谷LT,6/ 6,45.21,,個人
21,女子,50m平泳ぎ,25～29歳,6,足立,,,知実    セ・平塚,7/ 3,45.63,,個人
21,女子,50m平泳ぎ,18～24歳,1,吉川,,,日菜    セ・下北沢,9/ 3,42.60,,個人
21,女子,50m平泳ぎ,18～24歳,2,蒲池,,,美咲    セ・八王子,7/ 5,44.89,,個人
21,女子,50m平泳ぎ,18～24歳,3,池田,,,美来    セ・我孫子,8/10,46.11,,個人
21,女子,50m平泳ぎ,18～24歳,4,鈴江,,,翠花    セ・武蔵小杉,6/ 3,50.06,,個人
22,男子,50m平泳ぎ,80～84歳,1,今,,,修二    セ・越谷,3/ 1,52.31,,個人
22,男子,50m平泳ぎ,80～84歳,2,池端,,,孝一    セ・成瀬,1/ 6,54.79,,個人
22,男子,50m平泳ぎ,80～84歳,3,小田,,,稔    セ・慶應日吉,1/ 7,1:05.45,,個人
22,男子,50m平泳ぎ,80～84歳,4,髙木,,,誠    セ・我孫子,1/ 8,1:10.99,,個人
22,男子,50m平泳ぎ,80～84歳,5,服部,,,宣孔    セ・ときわ台,1/ 3,1:12.83,,個人
22,男子,50m平泳ぎ,75～79歳,1,服部,,,陽一    セ・成瀬,2/ 5,49.89,,個人
22,男子,50m平泳ぎ,75～79歳,2,綱島,,,憲    セ・用賀,2/ 8,53.06,,個人
22,男子,50m平泳ぎ,70～74歳,1,吉村,,,進    セ・阿佐谷,5/ 7,40.80,,個人
22,男子,50m平泳ぎ,70～74歳,2,堀井,,,昭雅    セ・久喜,4/ 9,44.95,,個人
22,男子,50m平泳ぎ,70～74歳,3,前川,,,正    セ・Ｆ東戸塚,4/ 2,45.36,,個人
22,男子,50m平泳ぎ,70～74歳,4,安髙,,,祐三    セ・越谷,3/ 3,47.25,,個人
22,男子,50m平泳ぎ,70～74歳,5,幡場,,,達明    セ・大宮宮原,3/ 2,49.41,,個人
22,男子,50m平泳ぎ,70～74歳,6,仲二見,,,実    セ・ときわ台,2/ 4,54.80,,個人
22,男子,50m平泳ぎ,65～69歳,1,松田 賢治,,,セ・大宮宮原,5/ 3,39.74,,個人
22,男子,50m平泳ぎ,65～69歳,2,中村,,,浩司    セ・青砥,3/ 6,45.31,,個人
22,男子,50m平泳ぎ,65～69歳,3,赤坂 吉昭,,,セ・葛西,3/10,55.10,,個人
22,男子,50m平泳ぎ,60～64歳,1,小倉,,,和彦    セ・清瀬,8/ 7,34.15,,個人
22,男子,50m平泳ぎ,60～64歳,2,廣松,,,伸一    セ・市ヶ尾,7/ 5,35.81,,個人
22,男子,50m平泳ぎ,60～64歳,3,奥平,,,裕二    セ・トレッサ,6/ 5,37.33,,個人
22,男子,50m平泳ぎ,60～64歳,4,廣本,,,佳也    セ・上池袋,6/ 2,39.05,,個人
22,男子,50m平泳ぎ,60～64歳,5,池谷,,,千尋    セ・長津田,5/ 4,39.17,,個人
22,男子,50m平泳ぎ,60～64歳,6,兼森,,,伸兒    ザバス八景,6/ 7,39.51,,個人
22,男子,50m平泳ぎ,60～64歳,6,中村,,,幸弘    セ・越谷,6/ 9,39.51,,個人
22,男子,50m平泳ぎ,60～64歳,8,上野太紀夫,,,セ・柏,6/ 8,40.06,,個人
22,男子,50m平泳ぎ,60～64歳,9,小池,,,輝明    セ・武蔵小杉,5/10,40.95,,個人
22,男子,50m平泳ぎ,60～64歳,10,谷川,,,元    セ・ときわ台,4/ 4,41.14,,個人
22,男子,50m平泳ぎ,55～59歳,1,坂野,,,照雄    セ・越谷,7/ 2,36.82,,個人
22,男子,50m平泳ぎ,55～59歳,2,江藤,,,邦徳    セ・流山,4/ 5,39.14,,個人
22,男子,50m平泳ぎ,55～59歳,3,木村,,,秀光    セ・上池袋,6/ 1,39.77,,個人
22,男子,50m平泳ぎ,55～59歳,4,高田,,,義久    セ・八王子,5/ 8,40.37,,個人
